id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1924.0,Long Trail Ale,American Amber / Red Ale,12.0,0.046,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1090.0,Double Bag,Altbier,16.0,0.072,33.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
574.0,Blackbeary Wheat,Fruit / Vegetable Beer,12.0,0.04,8.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
573.0,Long Trail Ale (1),Altbier,12.0,,30.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
2584.0,gOSE,Gose,16.0,0.046,8.0,41,Lost Nation Brewing,East Fairfield,VT
2583.0,Vermont Pilsner,German Pilsener,16.0,0.048,20.0,41,Lost Nation Brewing,East Fairfield,VT
2582.0,Mosaic Single Hop IPA,American Ipa,16.0,0.055,,41,Lost Nation Brewing,East Fairfield,VT
2581.0,Lost Galaxy,American Ipa,16.0,0.045,,41,Lost Nation Brewing,East Fairfield,VT
1309.0,Face Plant IPA,American Ipa,12.0,0.062,64.99894387114088,,Lost Rhino Brewing Company,Ashburn,VA
,Rhino Chasers Pilsner,Czech Pilsener,12.0,0.056,55.0,430,Lost Rhino Brewing Company,Ashburn,VA
1571.0,sLOW hAND sTOUT,American Stout,16.0,0.052,29.0,377,Lucette Brewing Company,Menominee,WI
1204.0,Hips Don't Lie,Hefeweizen,16.0,0.062,,456,Lucette Brewing Company,Menominie,WI
1122.0,Ride Again Pale Ale,American Pale Ale (Apa),16.0,0.052,,456,Lucette Brewing Company,Menominie,WI
700.0,The Farmer's Daughter,American Blonde Ale,16.0,0.048,,456,Lucette Brewing Company,Menominie,WI
2033.0,Pub Ale,English Dark Mild Ale,12.0,0.038,18.0,245,,,MS
2032.0,Ballistic Blonde,Belgian Pale Ale,12.0,0.051,31.0,245,Lucky Town Brewing Company,Jackson,MS
2311.0,Knotty Pine,American Pale Ale (Apa),12.0,0.054,,158,Lumberyard Brewing Company,Flagstaff,AZ
1153.0,Lumberyard Pilsner,American Pilsner,12.0,0.053,20.0,158,Lumberyard Brewing Company,Flagstaff,AZ
355.0,Lumberyard IPA,American Ipa,12.0,0.061,,158,Lumberyard Brewing Company,Flagstaff,
125.0,,American Amber / Red Ale,12.0,0.058,,158,Lumberyard Brewing Company,Flagstaff,AZ
962.0,mac's highlander pale ale (2000),American Pale Ale (Apa),12.0,0.05,,485,MacTarnahans Brewing Company,Portland,OR
961.0,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0,0.051,32.0,485,MacTarnahans Brewing Company,Portland,OR
1475.0,Macon Progress Ale,American Pale Ale (Apa),12.0,0.05,,400,Macon Beer Company,Macon,GA
1008.0,Macon History Ale,American Brown Ale,12.0191831983904,0.055,,400,Macon Beer Company,Macon,GA
,Galaxy High,American Double / Imperial Ipa,12.0,0.099,,91,,Cincinnati,OH
2209.0,Sol Drifter,American Blonde Ale,12.0,0.043,18.0,91,Madtree Brewing Company,Cincinnati,OH
,Thunder Snow,Winter Warmer,12.0,0.085,,91,Madtree Brewing Company,Cincinnati,OH
1994.0,The Great Pumpcan,Fruit / Vegetable Beer,16.0,0.079,18.0,91,Madtree Brewing Company,Cincinnati,OH
1816.0,LIFT,Kölsch,12.0,0.0451027878488907,11.0,91,Madtree Brewing Company,Cincinnati,OH
1815.0,SPRYE,American Pale Ale (Apa),12.0,0.05,40.0,91,Madtree Brewing Company,Cincinnati,OH
1126.0,,American Ipa,12.0,0.069,70.0,91,,Cincinnati,OH
1125.0,Gnarly Brown,American Brown Ale,12.0,0.07,32.0,91,Madtree Brewing Company,Cincinnati,OH
1124.0,hAPPY aMBER,American Amber / Red Ale,12.0,0.06,,91,Madtree Brewing Company,Cincinnati,OH
1813.0,#9,Fruit / Vegetable Beer,16.0,0.051,20.0,303,Magic Hat Brewing Company,South Burlington,VT
1113.0,Elder Betty,Hefeweizen,12.0,0.055,13.0,303,Magic Hat Brewing Company,South Burlington,VT
360.0,#9,Fruit / Vegetable Beer,12.00721463126922,0.051,20.0,303,Magic Hat Brewing Company,South Burlington,VT
511.0,High Country Pilsner (Current),German Pilsener,12.0,0.042,,534,Mammoth Brewing Company,Mammoth Lakes,CA
75.0,Epic IPA,American Ipa,12.0,0.065,,534,mAMMOTH bREWING cOMPANY,Mammoth Lakes,CA
74.0,golden trout pilsner,German Pilsener,12.0,0.042,,534,Mammoth Brewing Company,Mammoth Lakes,CA
73.0,Real McCoy Amber Ale (Current),American Amber / Red Ale,12.0,0.045,,534,Mammoth Brewing Company,,CA
1628.0,Festivus (1),Winter Warmer,12.0,0.072,,356,,Philadelphia,PA
1626.0,Manayunk Oktoberfest,Märzen / Oktoberfest,12.0,0.067,,356,Manayunk Brewing Company,Philadelphia,PA
1625.0,Belgian Style Session Ale,Belgian Pale Ale,12.0,0.045,21.0,356,Manayunk Brewing Company,Philadelphia,PA
1624.0,Manayunk IPA,,12.0,0.055,,356,Manayunk Brewing Company,Philadelphia,PA
1600.0,Yunkin' Punkin',,12.0,0.055,,356,Manayunk Brewing Company,Philadelphia,PA
1484.0,Summer Paradise,American Pale Wheat Ale,12.0,0.05,18.0,356,Manayunk Brewing Company,Philadelphia,PA
1356.0,Monk from the 'Yunk,Tripel,12.0,0.09,30.0,356,Manayunk Brewing Company,Philadelphia,PA
1355.0,Schuylkill Punch,Fruit / Vegetable Beer,12.0,0.06,14.0,356,Manayunk Brewing Company,Philadelphia,PA
1334.0,dreamin' double ipa,American Double / Imperial Ipa,12.0,0.085,85.0,356,Manayunk Brewing Company,Philadelphia,PA
1674.0,Chaotic Double IPA,American Double / Imperial Ipa,,0.099,93.0,346,Manzanita Brewing Company,Santee,CA
1673.0,Manzanita IPA,American Ipa,12.0,0.08,88.0,346,Manzanita Brewing Company,Santee,CA
1672.0,Riverwalk Blonde Ale,,,0.06,25.0,346,Manzanita Brewing Company,Santee,CA
1671.0,,American Brown Ale,12.0,0.095,49.01569946266006,346,Manzanita Brewing Company,Santee,CA
1670.0,manzanita pale ale,American Pale Ale (Apa),12.0,0.066,44.0,346,Manzanita Brewing Company,Santee,CA
1262.0,Marble Pilsner,German Pilsener,12.0,0.047,,443,Marble Brewery,Albuquerque,NM
845.0,Marble India Pale Ale,American Ipa,,0.062,,443,Marble Brewery,Albuquerque,NM
1783.0,tOUGHCATS ipa,American Ipa,16.0,0.072,,317,Marshall Wharf Brewing Company,Belfast,ME
1717.0,Tug Pale Ale,American Pale Ale (Apa),16.0,0.05,,317,Marshall Wharf Brewing Company,Belfast,ME
,Sexy Chaos,Russian Imperial Stout,16.0,0.099,,317,Marshall Wharf Brewing Company,Belfast,ME
1516.0,ace hole american pale ale,American Pale Ale (Apa),16.0,0.063,,317,Marshall Wharf Brewing Company,Belfast,ME
725.0,Cant Dog Imperial Pale Ale,American Double / Imperial Ipa,16.0,0.097,,317,Marshall Wharf Brewing Company,Belfast,ME
2308.0,River House,Saison / Farmhouse Ale,16.0,0.05,20.0,161,Martin House Brewing Company,Fort Worth,TX
2268.0,Pretzel Stout,American Stout,16.0,0.065,46.99722833212518,161,Martin House Brewing Company,Fort Worth,TX
2197.0,Rubberneck Red,American Amber / Red Ale,16.0,0.05,35.0,161,Martin House Brewing Company,Fort Worth,TX
2120.0,the imperial texan,,16.0,0.08,,161,Martin House Brewing Company,Fort Worth,TX
1234.0,The Imperial Texan,American Double / Imperial Ipa,12.0,0.08,,161,Martin House Brewing Company,Fort Worth,TX
1233.0,dAY bREAK 4-gRAIN bREAKFAST bEER,Rye Beer,16.0,0.05,,,Martin House Brewing Company,Fort Worth,TX
,River House Saison,Saison / Farmhouse Ale,12.0,0.05,,161,Martin House Brewing Company,,TX
1231.0,There Will Be Stout,American Stout,12.0,0.065,,161,Martin House Brewing Company,Fort Worth,TX
1831.0,Our Legacy IPA,American Ipa,12.0,0.065,60.0,299,Matt Brewing Company,Utica,NY
,Saranac Shandy,Shandy,12.0,0.042,,299,Matt Brewing Company,Utica,NY
1135.0,Our Legacy IPA,American Ipa,16.0,0.065,60.0,299,Matt Brewing Company,Utica,
960.0,Saranac Golden Pilsener (2003),German Pilsener,12.0,0.051,,299,,Utica,NY
,Saranac Adirondack Light (2002),,12.0,0.045,,299,matt brewing company,Utica,NY
958.0,DAX Light (1998),Light Lager,,0.045,,299,mATT bREWING cOMPANY,Utica,NY
957.0,Saranac Traditional Lager (2000),American Pale Lager,12.0,0.048,,299,Matt Brewing Company,Utica,NY
956.0,Pomegranate Wheat (2008),Fruit / Vegetable Beer,,0.047,,299,Matt Brewing Company,Utica,NY
773.0,bLUEBERRY bLONDE aLE,American Blonde Ale,12.0,0.05,12.0,299,Matt Brewing Company,Utica,NY
686.0,Saranac White IPA,American Ipa,12.003183157504624,0.06,,299,Matt Brewing Company,Utica,NY
453.0,Saranac Summer Ale (2011),American Pale Wheat Ale,12.0,0.047,,299,Matt Brewing Company,Utica,NY
,Saranac Pale Ale (12 oz.),English Pale Ale,12.0,0.055,,299,Matt Brewing Company,Utica,NY
133.0,Saranac Pale Ale (16 oz.),English Pale Ale,16.0,0.055,,299,Matt Brewing Company,Utica,NY
1578.0,Lahaina Town Brown,American Brown Ale,12.0,0.0543687544333721,,375,Maui Brewing Company,Lahaina,HI
1429.0,Pau Hana Pilsner,Czech Pilsener,12.0,0.055,,375,Maui Brewing Company,Lahaina,HI
1271.0,Lemongrass Saison,,12.0,0.05,,375,maui brewing company,Lahaina,HI
713.0,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0,0.07,,375,Maui Brewing Company,Lahaina,HI
712.0,Liquid Breadfruit,Fruit / Vegetable Beer,12.0,,,375,Maui Brewing Company,Lahaina,HI
690.0,Sobrehumano Palena'ole,American Amber / Red Ale,12.0,0.06,24.0,375,Maui Brewing Company,Lahaina,HI
547.0,La Perouse White,Witbier,12.0,0.05,12.0,375,Maui Brewing Company,Lahaina,HI
435.0,Flyin' HI.P.Hay,American Ipa,12.0,0.068,68.0014408932579,375,Maui Brewing Company,Lahaina,HI
313.0,Mana Wheat,American Pale Wheat Ale,12.0,0.055,15.0,375,Maui Brewing Company,Lahaina,HI
33.0,,Munich Helles Lager,12.0,0.045,18.0,375,Maui Brewing Company,Lahaina,HI
32.0,cOcOnUT pORTER,American Porter,12.0,0.057,30.0,375,Maui Brewing Company,Lahaina,HI
31.0,Big Swell IPA,American Ipa,12.0,0.062,65.0,375,Maui Brewing Company,Lahaina,HI
1237.0,,American Porter,12.0,0.037,34.0,,Mavericks Beer Company,Half Moon Bay,CA
1236.0,Pace Setter Belgian Style Wit,Witbier,12.0,0.037,21.0,448,Mavericks Beer Company,Half Moon Bay,CA
1047.0,Back in the Saddle Rye Pale Ale,American Pale Ale (Apa),12.0,0.037,53.0,448,Mavericks Beer Company,Half Moon Bay,CA
1986.0,Bushwhacker Cider,Cider,16.0,0.069,,254,Meckley's Cidery,Somerset Center,MI
1985.0,weim-r-iner,Cider,16.0,0.069,,254,Meckley's Cidery,Somerset Center,MI
1984.0,Cherry Bomb,Cider,16.0,0.069,,254,Meckley's Cidery,Somerset Center,MI
2186.0,Tsunami IPA,American Ipa,19.2,0.072,75.0,203,Mehana Brewing Co.,Hilo,HI
2185.0,Tsunami IPA,American Ipa,,0.072,75.0,203,Mehana Brewing Co.,Hilo,HI
2184.0,hUMPBACK bLONDE aLE,American Blonde Ale,12.0,0.042,22.0,,Mehana Brewing Co.,,HI
2178.0,Hawaiian Crow Porter,American Porter,12.0,0.052,27.0,203,Mehana Brewing Co.,Hilo,HI
2177.0,,American Amber / Red Ale,12.0,0.052,23.0,203,Mehana Brewing Co.,Hilo,HI
2176.0,Mauna Kea Pale Ale,,12.0,0.054,42.0,,Mehana Brewing Co.,Hilo,HI
1508.0,Shark Bait,Fruit / Vegetable Beer,12.0,0.053,11.0,393,Miami Brewing Company,Miami,FL
1507.0,Gator Tail Brown Ale,,12.0,0.053,30.0,393,,Miami,FL
1506.0,Miami Vice IPA,American Ipa,12.0,0.071,62.0,393,Miami Brewing Company,Miami,FL
1325.0,Big Rod Coconut Ale,American Blonde Ale,12.0,0.053,16.0,393,Miami Brewing Company,Miami,FL
174.0,Mickey Finn's Amber Ale,American Amber / Red Ale,12.0,0.056,,552,,Libertyville,IL
2093.0,Pleasure Town,American Ipa,12.0,0.063,61.0,223,Midnight Sun Brewing Company,Anchorage,AK
1814.0,Pleasure Town IPA,American Ipa,12.0,,61.0,223,,Anchorage,AK
587.0,sNOWSHOE wHITE aLE,Witbier,12.0,0.048,12.0,223,,Anchorage,AK
586.0,Kodiak Brown Ale,American Brown Ale,,0.05,24.0,223,Midnight Sun Brewing Company,Anchorage,AK
434.0,sockeye red ipa,American Ipa,12.0,0.057,70.0,223,Midnight Sun Brewing Company,Anchorage,AK
2668.0,Habitus (2014),American Double / Imperial Ipa,16.0,0.08,100.0,3,Mike Hess Brewing Company,San Diego,CA
2667.0,solis,American Ipa,16.0,0.0637304826454365,85.0,3,Mike Hess Brewing Company,San Diego,CA
2666.0,Jucundus,Wheat Ale,16.0,0.06,24.0,3,Mike Hess Brewing Company,San Diego,CA
2664.0,Habitus,American Double / Imperial Ipa,16.0,0.08,100.0,,Mike Hess Brewing Company,San Diego,CA
2663.0,Grazias,Cream Ale,16.0,0.063,30.0,3,Mike Hess Brewing Company,San Diego,CA
2662.0,cLARITAS,Kölsch,16.0,0.058,,3,Mike Hess Brewing Company,San Diego,CA
2535.0,Vinyl Frontier,American Double / Imperial Ipa,24.0,0.083,,65,Mikerphone Brewing,Chicago,IL
2534.0,Disco Superfly,,24.0,0.08,,65,,Chicago,IL
2533.0,mISTY mOUNTAIN hOP,American Ipa,,0.075,,,Mikerphone Brewing,Chicago,IL
,One-Hit Wonderful,Belgian Ipa,24.0,0.075,,65,Mikerphone Brewing,Chicago,IL
2531.0,En Parfaite Harmonie,Saison / Farmhouse Ale,24.0,0.065,,,Mikerphone Brewing,Chicago,IL
2530.0,Daft Funk,Berliner Weissbier,24.0,0.043,8.0,65,Mikerphone Brewing,Chicago,IL
2529.0,Love In An Ellavator,American Ipa,24.0,0.075,,65,Mikerphone Brewing,Chicago,IL
2528.0,Spin Doctor,American Pale Ale (Apa),,0.053,,65,Mikerphone Brewing,Chicago,IL
1612.0,Keeper (Current),American Pilsner,12.0,0.05,,363,Mikkeller,Pottstown,PA
1611.0,Better Half,American Ipa,12.0,0.068,,363,Mikkeller,Pottstown,PA
1273.0,SNO White Ale,Witbier,16.0,0.048,,440,MillKing It Productions,Royal Oak,MI
365.0,BRIK Irish Red Ale,Irish Red Ale,16.0,0.048,,440,MillKing It Productions,Royal Oak,MI
273.0,AXL Pale Ale,American Pale Ale (Apa),16.0,,,440,millking it productions,Royal Oak,MI
1884.0,Hop Freak,American Double / Imperial Ipa,16.0,0.087,,284,Milwaukee Brewing Company,Milwaukee,WI
1272.0,Louie's Demise Amber Ale,American Amber / Red Ale,16.0,0.051,24.0,284,Milwaukee Brewing Company,Milwaukee,WI
,Hop Happy,American Ipa,16.0,0.075,51.0,284,Milwaukee Brewing Company,Milwaukee,WI
932.0,Booyah Farmhouse Ale,,16.0,0.065,20.0,284,Milwaukee Brewing Company,Milwaukee,WI
776.0,o-gii,Witbier,16.0,0.092,,284,Milwaukee Brewing Company,Milwaukee,WI
172.0,Flaming Damsel Lager (2010),Vienna Lager,16.0,0.048,18.0,284,Milwaukee Brewing Company,Milwaukee,WI
171.0,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16.0,0.051,24.0,284,Milwaukee Brewing Company,Milwaukee,WI
2361.0,axe head malt liquor,American Malt Liquor,24.0,0.099,,134,Minhas Craft Brewery,Monroe,WI
2359.0,huber bock (2014),Bock,16.0,0.054,,134,Minhas Craft Brewery,Monroe,WI
2358.0,Minhas Light (2012),Light Lager,11.988419289102264,0.04,,134,Minhas Craft Brewery,Monroe,WI
2282.0,Huber,American Pale Lager,12.0,0.05,,134,minhas craft brewery,Monroe,WI
2281.0,clear creek ice,American Pale Lager,16.0,0.062,,134,Minhas Craft Brewery,Monroe,WI
2280.0,Clear Creek Ice,American Pale Lager,12.0,0.062,,134,Minhas Craft Brewery,Monroe,WI
2279.0,Mountain Crest,American Pale Lager,16.0,0.055,,134,Minhas Craft Brewery,Monroe,WI
2278.0,Mountain Crest,American Pale Lager,12.0,0.055,,134,Minhas Craft Brewery,Monroe,WI
2277.0,Mountain Creek (2013),American Pale Lager,12.0,0.055,,134,Minhas Craft Brewery,Monroe,WI
2276.0,Boxer,American Adjunct Lager,24.0,0.05,,134,Minhas Craft Brewery,Monroe,WI
,Boxer Light,Light Lager,12.0,,,134,Minhas Craft Brewery,Monroe,WI
2274.0,boxer ice,,12.0,0.055,,134,Minhas Craft Brewery,Monroe,WI
2273.0,Boxer,American Adjunct Lager,12.0,0.0522832262389554,,134,Minhas Craft Brewery,Monroe,WI
2442.0,Cortez Gold,Belgian Pale Ale,32.0,0.05,,98,Mission Brewery,San Diego,CA
2441.0,Mission IPA,American Ipa,32.0,0.068,,98,Mission Brewery,San Diego,CA
1460.0,El Conquistador Extra Pale Ale,American Pale Ale (Apa),32.0,0.048,44.0,98,Mission Brewery,San Diego,CA
1459.0,Shipwrecked Double IPA,American Double / Imperial Ipa,32.0,0.092,75.0,98,Mission Brewery,San Diego,CA
1476.0,Squeaky Bike Nut Brown Ale,American Brown Ale,16.0,0.04,,399,mOAB bREWERY,Moab,
902.0,Dead Horse Amber,American Pale Wheat Ale,16.0,0.04,,399,Moab Brewery,Moab,UT
645.0,Rocket Bike American Lager,California Common / Steam Beer,16.015808998550515,0.04,,399,Moab Brewery,Moab,UT
644.0,Johnny's American IPA,American Ipa,16.0,0.04,,399,Moab Brewery,Moab,UT
337.0,Boneshaker Brown Ale,English Brown Ale,24.0,0.055,,547,Moat Mountain Smoke House & Brew...,North Conway,NH
336.0,Iron Mike Pale Ale,American Pale Ale (Apa),24.0,0.056,,547,Moat Mountain Smoke House & Brew...,North Conway,NH
2236.0,Monkadelic,American Pale Ale (Apa),12.0,0.042,,189,Modern Monks Brewery,Lincoln,NE
2159.0,cITY OF THE sUN,American Ipa,16.0,0.075,85.0,209,,San Diego,CA
2157.0,Booming Rollers,,16.0,0.068,75.00752640341837,209,mODERN tIMES bEER,San Diego,CA
2156.0,Oneida,American Pale Ale (Apa),16.0,,,209,Modern Times Beer,San Diego,CA
2154.0,Aurora,American Amber / Red Ale,15.986928475926872,0.067,75.0,209,Modern Times Beer,San Diego,
1495.0,Lomaland,Saison / Farmhouse Ale,16.0,0.055,30.0,209,Modern Times Beer,San Diego,CA
1494.0,Fortunate Islands,American Pale Wheat Ale,16.0,0.047,46.0,209,Modern Times Beer,San Diego,CA
1493.0,Black House,American Stout,16.0,0.058,40.0,209,Modern Times Beer,San Diego,CA
1492.0,Blazing World,American Amber / Red Ale,16.0,0.0855140752072778,115.0,209,Modern Times Beer,San Diego,CA
327.0,Wapiti Amber Ale,American Amber / Red Ale,12.0,0.05,,549,Mogollon Brewing Company,Flagstaff,AZ
719.0,Sweet Georgia Brown,,16.0,0.054,,,,San Diego,CA
718.0,Rich Man's IIPA,American Double / Imperial Ipa,16.0,0.087,,514,Monkey Paw Pub & Brewery,San Diego,CA
717.0,Monkey Paw Oatmeal Pale Ale,American Pale Ale (Apa),16.0,0.058,,514,Monkey Paw Pub & Brewery,San Diego,CA
1907.0,Montauk Summer Ale,American Blonde Ale,12.0,,28.0,276,Montauk Brewing Company,Montauk,NY
1906.0,Driftwood Ale,Extra Special / Strong Bitter (Esb),12.0,0.06,49.0,276,Montauk Brewing Company,Montauk,
1756.0,When Helles Freezes Over,Munich Helles Lager,12.0,0.056,18.0,,Morgan Street Brewery,Saint Louis,MO
1617.0,Morgan Street Oktoberfest,Märzen / Oktoberfest,12.0,0.049,24.0,326,Morgan Street Brewery,Saint Louis,MO
1052.0,Honey Wheat,American Pale Wheat Ale,12.0,0.047,14.003435284929036,326,Morgan Street Brewery,Saint Louis,MO
1051.0,Black Bear Dark Lager,,12.0,0.046,24.0,326,mORGAN sTREET bREWERY,Saint Louis,MO
1046.0,Golden Pilsner,,12.0,0.05,35.0,326,Morgan Street Brewery,Saint Louis,MO
2413.0,Cali Creamin',Cream Ale,12.0,0.052,21.0,111,Mother Earth Brew Company,Vista,CA
419.0,Second Wind Pale Ale,American Pale Ale (Apa),12.0,0.05,,540,Mother Earth Brewing Company,Kinston,NC
408.0,Sunny Haze,Hefeweizen,12.0,0.05,,540,Mother Earth Brewing Company,Kinston,NC
2237.0,Towhead,American Blonde Ale,12.0,0.052,21.0,188,Mother's Brewing,,MO
2208.0,Lil' Helper,American Ipa,12.000177578303513,0.07,70.0,188,Mother's Brewing,Springfield,MO
1952.0,train wreck,American Amber / Red Ale,16.0,0.082,,260,Mountain Town Brewing Company,Mount Pleasant,MI
768.0,Full Moon Belgian White Ale,Witbier,,0.085,,507,Mudshark Brewing Company,Lake Havasu City,AZ
625.0,Desert Magic IPA,American Ipa,12.0,0.072,,507,Mudshark Brewing Company,Lake Havasu City,AZ
326.0,Up River Light,Light Lager,12.0,0.042,,507,mUDSHARK bREWING cOMPANY,Lake Havasu City,AZ
132.0,full moon belgian white ale (2007),Witbier,,0.085,,507,Mudshark Brewing Company,Lake Havasu City,AZ
131.0,dry heat hefeweizen (2006),Hefeweizen,12.0,0.055,,507,Mudshark Brewing Company,Lake Havasu City,AZ
1598.0,Mustang Sixty-Six,American Amber / Red Lager,12.0,0.05,,366,Mustang Brewing Company,Mustang,OK
862.0,,American Pale Lager,12.0,0.04,,366,Mustang Brewing Company,,OK
699.0,Session '33 (2011),American Pale Lager,12.0,0.0457783208911627,,366,Mustang Brewing Company,Mustang,OK
421.0,Mustang Golden Ale,American Blonde Ale,12.0,0.053,10.0,366,Mustang Brewing Company,Mustang,OK
420.0,wASHITA wHEAT,American Pale Wheat Ale,12.0,0.053,14.0,366,Mustang Brewing Company,Mustang,OK
2345.0,Gansett Light,Light Lager,16.0,0.037,10.0,143,Narragansett Brewing Company,Providence,RI
,Bohemian Pils,American Pilsner,16.0,0.052,30.0,143,Narragansett Brewing Company,Providence,RI
1775.0,autocrat coffee milk stout,Milk / Sweet Stout,16.0,0.053,,143,Narragansett Brewing Company,Providence,
1291.0,Narragansett Bohemian Pilsner,German Pilsener,16.0,0.086,35.0,143,Narragansett Brewing Company,Providence,RI
1093.0,,American Pale Wheat Ale,12.0,0.042,24.0,143,Narragansett Brewing Company,Providence,RI
,,Cream Ale,16.0,0.05,22.0,143,Narragansett Brewing Company,Providence,RI
403.0,Narragansett Summer Ale,American Pale Wheat Ale,16.0,0.042,24.0,143,Narragansett Brewing Company,Providence,RI
,Narragansett Porter,American Porter,16.0,0.07,22.0,143,Narragansett Brewing Company,Providence,RI
315.0,Narragansett Bock,Bock,16.0,0.065,32.019457178714575,143,Narragansett Brewing Company,Providence,RI
314.0,Narragansett Fest Lager,Märzen / Oktoberfest,16.0,0.055,15.0,143,Narragansett Brewing Company,Providence,RI
1537.0,Undun Blonde Ale,American Blonde Ale,16.0,0.053,,387,nATIAN bREWERY,Portland,OR
1536.0,cUdA cASCADIAN dARK aLE,American Black Ale,16.0,0.074,,387,Natian Brewery,Portland,OR
1265.0,Old Grogham Imperial India Pale Ale,American Double / Imperial Ipa,16.0,0.085,86.0,387,Natian Brewery,Portland,OR
747.0,,American Double / Imperial Ipa,16.0,0.085,86.0,387,Natian Brewery,Portland,OR
746.0,CuDa Cascadian Dark Ale (2012),American Black Ale,16.0,0.074,,387,Natian Brewery,Portland,OR
654.0,Undun Blonde Ale (2012),American Blonde Ale,16.0,,,387,Natian Brewery,Portland,OR
1705.0,Wick For Brains,Pumpkin Ale,12.0,0.061,11.0,337,Nebraska Brewing Company,Papillion,NE
1148.0,Nebraska India Pale Ale,American Ipa,12.0,0.065,65.0,337,Nebraska Brewing Company,Papillion,NE
1147.0,EOS Hefeweizen,Hefeweizen,12.0,0.048,10.0,337,Nebraska Brewing Company,,NE
1146.0,Brunette Nut Brown Ale,,12.0,0.048,15.0,337,Nebraska Brewing Company,Papillion,NE
1145.0,Cardinal Pale Ale,American Pale Ale (Apa),12.0,0.057,29.0,337,Nebraska Brewing Company,Papillion,NE
1758.0,County Line IPA,,12.0,0.066,,325,Neshaminy Creek Brewing Company,Croydon,PA
1757.0,Trauger Pilsner,German Pilsener,12.0,0.048,,325,Neshaminy Creek Brewing Company,Croydon,PA
2475.0,Slow Ride,American Ipa,12.0,0.045,40.0,82,nEW bELGIUM bREWING cOMPANY,Fort Collins,CO
2230.0,Ranger IPA,American Ipa,12.0,0.065,70.00110852262347,82,New Belgium Brewing Company,Fort Collins,CO
1987.0,Shift,American Pale Lager,12.00146276122906,0.05,29.0,82,nEW bELGIUM bREWING cOMPANY,Fort Collins,CO
1978.0,1554 Black Lager,Euro Dark Lager,12.0,,21.0,82,,Fort Collins,CO
1975.0,Blue Paddle,Czech Pilsener,12.0,0.048,,82,New Belgium Brewing Company,Fort Collins,CO
1737.0,cALIFORNIA rOUTE,American Amber / Red Lager,12.0,0.055,,82,new belgium brewing company,Fort Collins,CO
1707.0,Snapshot,American Pale Wheat Ale,16.0,0.052,,82,New Belgium Brewing Company,Fort Collins,CO
1690.0,,American Pale Wheat Ale,12.0,0.048,,82,New Belgium Brewing Company,Fort Collins,CO
1586.0,Fat Tire Amber Ale,American Amber / Red Ale,,0.052,18.0,,,Fort Collins,CO
952.0,Shift (1),American Pale Lager,12.0,0.05,29.0,82,New Belgium Brewing Company,Fort Collins,CO
748.0,Fat Tire Amber Ale (2011),American Amber / Red Ale,12.0,0.052,18.0,82,New Belgium Brewing Company,Fort Collins,CO
578.0,Shift,American Pale Lager,16.0,0.05,29.0,82,New Belgium Brewing Company,Fort Collins,CO
,ranger ipa,American Ipa,16.00023975880262,0.065,70.0,82,nEW bELGIUM bREWING cOMPANY,Fort Collins,CO
563.0,Fat Tire Amber Ale,American Amber / Red Ale,16.0,0.052,18.0,82,New Belgium Brewing Company,Fort Collins,CO
115.0,Ranger IPA (Current),American Ipa,,0.065,70.0,,New Belgium Brewing Company,Fort Collins,CO
72.0,Sunshine Wheat Beer (2009),American Pale Wheat Ale,11.99754863167298,0.048,,82,New Belgium Brewing Company,Fort Collins,CO
71.0,Fat Tire Amber Ale (2008),American Amber / Red Ale,12.0,0.052,18.0,82,New Belgium Brewing Company,Fort Collins,CO
1417.0,Weiss Trash Culture,Berliner Weissbier,12.002262460955215,0.034,,410,New England Brewing Company,Woodbridge,CT
885.0,Sea Hag IPA,American Ipa,12.0,0.062,,410,New England Brewing Company,Woodbridge,
884.0,Elm City Pilsner,American Pilsner,12.0,0.05,,,New England Brewing Company,Woodbridge,CT
757.0,atlantic amber ale (2004),American Amber / Red Ale,11.993775812567076,0.05,,410,New England Brewing Company,Woodbridge,CT
,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,12.0,0.09,,410,New England Brewing Company,Woodbridge,CT
320.0,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial Ipa,12.011350222390703,0.088,85.0,410,New England Brewing Company,Woodbridge,CT
43.0,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,16.0,0.09,,410,New England Brewing Company,Woodbridge,
42.0,Gandhi-Bot Double IPA (16 oz.) (2010),,16.0,0.088,85.0,410,New England Brewing Company,Woodbridge,CT
41.0,Elm City Lager (2007),American Pilsner,12.0,0.05,,410,New England Brewing Company,Woodbridge,CT
40.0,Atlantic Amber Ale (2007),American Amber / Red Ale,,0.05,,410,New England Brewing Company,Woodbridge,CT
39.0,Sea Hag IPA (Current),American Ipa,12.0,0.062,,410,new england brewing company,Woodbridge,CT
